IDREGION;CROP_NAME;VARIABLE;YEAR;VALUE;SOURCE;CALCULATED_REGION;CALCULATED_CROP;CALCULATED_VALUE;COHERENCE_A_P_Y;ZERO_SET_AS_NULL;COHERENCE_CROP;UNIT
SE224;Total wheat;Yield;2017;8.33;Mixed;;;Yes;Yes;;Yes;t/ha
SE224;Total wheat;Yield;2018;4.67;Mixed;;;Yes;Yes;;Yes;t/ha
SE224;Total wheat;Yield;2019;8.7;Mixed;;;Yes;Yes;;Yes;t/ha
SE224;Total wheat;Yield;2020;8.21;Mixed;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2012;2.88;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2013;3.58;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2014;4.09;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2015;4.29;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2016;3.91;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2017;4.45;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2018;4.13;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2019;4.15;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2020;3.11;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2021;4.61;NSI;;;Yes;Yes;;Yes;t/ha
RO113;Total wheat;Yield;2022;4.36;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2008;3.26;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2009;2.86;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2010;2.91;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2012;3.26;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2013;3.53;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2014;4.07;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2015;3.97;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2016;4.52;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2017;4.89;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2018;4.59;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2019;4.38;NSI;;;Yes;Yes;;Yes;t/ha
RO214;Total wheat;Yield;2020;2.83;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2006;3.59;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2007;3.95;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2008;4.02;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2009;5.01;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2010;5.44;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2011;4.19;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2012;4.57;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2013;5.35;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2014;5.96;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2015;5.75;NSI;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2016;4.82;Mixed;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2017;5.2;NSI;;;;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2018;3.72;NSI;;;;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2019;4.7;NSI;;;;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2020;5.27;Mixed;;;Yes;Yes;;Yes;t/ha
PL42;Total wheat;Yield;2021;4.62;NSI;;;;Yes;;;t/ha
PL42;Total wheat;Yield;2022;5.59;NSI;;;;Yes;;;t/ha
NL12;Total wheat;Yield;2006;8.3;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2007;7.0;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2008;8.0;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2009;9.0;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2010;9.5;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2011;6.9;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2012;8.1;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2013;8.5;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2014;8.6;NSI;;;;Yes;;Yes;t/ha
NL12;Total wheat;Yield;2015;8.4;NSI;;;;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2006;3.82;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2007;3.6;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2008;5.01;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2009;3.1;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2010;3.77;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2011;3.9;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2012;3.9;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2013;4.75;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2014;3.99;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2015;4.91;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2016;4.82;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2017;5.39;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2018;4.96;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2019;4.46;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2020;4.64;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2021;6.0;NSI;;;Yes;Yes;;Yes;t/ha
HU333;Total wheat;Yield;2022;3.56;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2006;3.43;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2007;3.95;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2008;3.96;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2009;4.12;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2010;4.08;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2011;3.5;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2012;4.22;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2013;4.21;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2014;4.58;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2015;4.65;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2016;4.64;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2017;3.79;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2018;3.28;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2019;3.84;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2020;3.58;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2021;4.37;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2022;2.71;NSI;;;Yes;Yes;;Yes;t/ha
FRL02;Total wheat;Yield;2023;2.99;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2006;4.5;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2007;4.18;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2008;4.37;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2009;3.81;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2010;4.85;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2011;4.1;NSI;;;Yes;Yes;;Yes;t/ha
ITI34;Total wheat;Yield;2012;5.28;NSI;;;Yes;Yes;;No;t/ha
ITI34;Total wheat;Yield;2013;3.97;NSI;;;Yes;Yes;;No;t/ha
FRM01;Total wheat;Yield;2006;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2007;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2008;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2009;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2010;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2011;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2012;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2013;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2014;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2015;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2016;0.0;NSI;;;Yes;Yes;;;t/ha
FRM01;Total wheat;Yield;2017;2.5;NSI;;;Yes;Yes;;Yes;t/ha
FRM01;Total wheat;Yield;2018;3.5;NSI;;;Yes;Yes;;Yes;t/ha
FRM01;Total wheat;Yield;2019;4.0;NSI;;;Yes;Yes;;Yes;t/ha
FRM01;Total wheat;Yield;2020;3.5;NSI;;;Yes;Yes;;Yes;t/ha
FRM01;Total wheat;Yield;2021;6.5;NSI;;;Yes;Yes;;Yes;t/ha
FRM01;Total wheat;Yield;2022;6.5;NSI;;;Yes;Yes;;Yes;t/ha
FRM01;Total wheat;Yield;2023;4.0;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2006;4.19;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2007;2.78;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2008;4.81;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2009;3.13;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2010;3.27;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2011;4.26;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2012;2.83;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2013;4.27;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2014;4.64;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2015;4.91;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2016;4.77;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2017;4.95;NSI;;;Yes;Yes;;No;t/ha
HU120;Total wheat;Yield;2018;4.79;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2019;4.74;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2020;4.58;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2021;5.59;NSI;;;Yes;Yes;;Yes;t/ha
HU120;Total wheat;Yield;2022;3.44;NSI;;;Yes;Yes;;Yes;t/ha
ITC20;Total wheat;Yield;2007;3.0;NSI;;;Yes;Yes;;Yes;t/ha
ITC20;Total wheat;Yield;2011;2.81;NSI;;;Yes;Yes;;Yes;t/ha
ITC20;Total wheat;Yield;2012;2.93;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2008;4.63;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2009;5.17;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2010;3.96;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2011;5.08;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2013;5.88;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2015;4.5;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2016;4.8;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2017;4.58;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2018;4.7;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2019;5.83;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2020;5.2;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2021;5.34;NSI;;;Yes;Yes;;Yes;t/ha
AT34;Total wheat;Yield;2022;5.83;NSI;;;Yes;Yes;;Yes;t/ha
SK042;Total wheat;Yield;2007;3.37;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2008;4.05;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2009;3.75;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2010;2.78;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2011;3.58;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2012;3.47;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2013;3.85;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2014;5.05;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2015;4.96;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2016;5.41;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2017;4.96;NSI;;;Yes;Yes;;Yes;t/ha
SK042;Total wheat;Yield;2018;4.5;NSI;;;Yes;Yes;;Yes;t/ha
SK042;Total wheat;Yield;2019;4.54;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2020;5.19;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2021;5.04;NSI;;Yes;;Yes;;;t/ha
SK042;Total wheat;Yield;2022;4.86;NSI;;Yes;;Yes;;;t/ha
BG41;Total wheat;Yield;2006;2.78;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2007;2.35;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2008;2.82;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2009;2.6;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2010;2.86;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2011;3.13;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2012;2.4;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2013;2.88;NSI;;;;Yes;;Yes;t/ha
BG41;Total wheat;Yield;2014;3.19;NSI;;;;Yes;;Yes;t/ha
BG41;Total wheat;Yield;2015;2.83;NSI;;;;No;;;t/ha
BG41;Total wheat;Yield;2016;3.23;NSI;;;;No;;;t/ha
BG41;Total wheat;Yield;2017;3.27;NSI;;;;No;;;t/ha
BG41;Total wheat;Yield;2018;3.16;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2019;3.65;NSI;;;;Yes;;;t/ha
BG41;Total wheat;Yield;2020;3.41;NSI;;;;Yes;;Yes;t/ha
BG41;Total wheat;Yield;2021;3.9;NSI;;;;Yes;;;t/ha
FRK27;Total wheat;Yield;2006;6.2;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2007;5.49;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2008;5.8;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2009;5.7;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2011;5.42;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2012;6.42;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2013;6.44;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2014;5.91;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2015;5.94;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2016;5.87;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2017;6.23;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2018;6.18;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2019;6.44;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2020;5.64;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2021;6.47;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2022;5.87;NSI;;;Yes;Yes;;Yes;t/ha
FRK27;Total wheat;Yield;2023;6.14;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2006;4.43;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2007;3.89;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2008;5.15;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2009;4.56;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2010;4.11;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2011;4.17;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2012;4.41;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2013;5.26;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2014;5.5;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2015;5.53;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2016;6.2;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2017;5.51;NSI;;;Yes;Yes;;No;t/ha
HU232;Total wheat;Yield;2018;5.43;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2019;6.0;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2020;6.34;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2021;6.18;NSI;;;Yes;Yes;;Yes;t/ha
HU232;Total wheat;Yield;2022;6.03;NSI;;;Yes;Yes;;Yes;t/ha
HU312;Total wheat;Yield;2006;3.72;NSI;;;Yes;Yes;;;t/ha
HU312;Total wheat;Yield;2007;3.05;NSI;;;Yes;Yes;;No;t/ha
HU312;Total wheat;Yield;2008;4.69;NSI;;;Yes;Yes;;Yes;t/ha
HU312;Total wheat;Yield;2009;3.16;NSI;;;Yes;Yes;;Yes;t/ha
HU312;Total wheat;Yield;2010;3.2;NSI;;;Yes;Yes;;Yes;t/ha
HU312;Total wheat;Yield;2011;3.72;NSI;;;Yes;Yes;;Yes;t/ha
HU312;Total wheat;Yield;2012;2.76;NSI;;;Yes;Yes;;Yes;t/ha
HU312;Total wheat;Yield;2013;4.23;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2006;5.02;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2007;3.64;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2008;5.55;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2009;4.17;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2010;4.3;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2011;4.68;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2012;3.75;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2013;5.11;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2014;5.64;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2015;5.87;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2016;6.31;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2017;5.41;NSI;;;Yes;Yes;;No;t/ha
HU211;Total wheat;Yield;2018;5.83;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2019;5.6;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2020;5.6;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2021;5.79;NSI;;;Yes;Yes;;Yes;t/ha
HU211;Total wheat;Yield;2022;5.49;NSI;;;Yes;Yes;;Yes;t/ha
HU313;Total wheat;Yield;2006;3.75;NSI;;;Yes;Yes;;;t/ha
HU313;Total wheat;Yield;2007;2.81;NSI;;;Yes;Yes;;;t/ha
HU313;Total wheat;Yield;2008;4.44;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2006;3.72;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2007;3.47;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2008;4.37;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2009;3.79;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2010;3.42;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2011;3.6;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2012;3.2;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2013;4.24;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2014;4.31;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2015;4.48;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2016;5.08;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2017;4.43;NSI;;;Yes;Yes;;No;t/ha
HU213;Total wheat;Yield;2018;4.59;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2019;4.94;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2020;5.08;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2021;5.28;NSI;;;Yes;Yes;;Yes;t/ha
HU213;Total wheat;Yield;2022;4.81;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2006;3.96;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2007;3.41;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2008;4.5;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2009;2.66;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2010;3.5;NSI;;;Yes;Yes;;;t/ha
HU323;Total wheat;Yield;2011;4.02;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2012;3.42;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2013;4.09;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2014;4.79;NSI;;;Yes;Yes;;;t/ha
HU323;Total wheat;Yield;2015;4.88;NSI;;;Yes;Yes;;;t/ha
HU323;Total wheat;Yield;2016;4.86;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2017;5.45;NSI;;;Yes;Yes;;No;t/ha
HU323;Total wheat;Yield;2018;4.86;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2019;4.95;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2020;5.06;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2021;5.93;NSI;;;Yes;Yes;;Yes;t/ha
HU323;Total wheat;Yield;2022;4.1;NSI;;;Yes;Yes;;Yes;t/ha
ITC42;Total wheat;Yield;2018;5.0;NSI;;;Yes;Yes;;Yes;t/ha
ITC42;Total wheat;Yield;2019;5.0;NSI;;;Yes;Yes;;Yes;t/ha
ITC42;Total wheat;Yield;2020;5.0;NSI;;;Yes;Yes;;Yes;t/ha
ITC42;Total wheat;Yield;2021;5.76;NSI;;;Yes;Yes;;Yes;t/ha
ITC42;Total wheat;Yield;2022;5.0;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2006;4.17;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2007;4.22;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2008;4.8;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2009;4.5;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2010;4.6;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2011;4.49;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2012;3.99;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2013;4.59;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2014;5.12;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2015;5.24;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2016;6.09;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2017;5.03;NSI;;;Yes;Yes;;No;t/ha
HU222;Total wheat;Yield;2018;5.13;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2019;5.97;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2020;6.23;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2021;5.97;NSI;;;Yes;Yes;;Yes;t/ha
HU222;Total wheat;Yield;2022;6.29;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2007;6.96;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2008;6.84;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2009;6.94;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2010;5.48;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2011;4.99;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2012;5.5;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2013;4.5;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2014;5.0;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2015;5.5;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2016;6.48;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2017;6.99;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2018;6.0;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2019;5.8;NSI;;;Yes;Yes;;Yes;t/ha
ITC49;Total wheat;Yield;2020;5.99;NSI;;;Yes;Yes;;Yes;t/ha
